34,49,247,151,90,40,35,37,x
37,51,252,158,96,43,35,38,x
37,55,255,158,99,43,34,41,x
36,63,268,152,97,42,34,40,x
37,74,305,148,79,40,37,38,x
38,91,385,185,89,45,37,41,x
41,98,540,196,90,46,38,42,x
53,150,757,232,96,50,42,48,x
79,229,1080,339,110,57,46,54,x
98,474,1299,471,134,70,57,66,x
123,577,1472,627,156,86,71,77,x
138,776,1535,743,190,100,81,93,RIGHT
234,1080,1738,1069,263,131,107,154,RIGHT
289,1182,1760,1227,338,180,136,193,RIGHT
341,1261,1737,1284,374,197,150,214,RIGHT
412,1427,1818,1370,437,225,169,252,RIGHT
432,1488,1933,1415,449,232,181,263,RIGHT
428,1380,1903,1307,437,229,175,247,RIGHT
423,1401,1909,1251,420,204,158,226,RIGHT
453,1432,1998,1245,458,241,179,257,RIGHT
436,1368,1985,1188,411,229,172,244,RIGHT
425,1352,1972,1218,416,219,159,237,RIGHT
417,1382,2005,1196,429,225,162,242,RIGHT
403,1320,1962,1198,403,221,160,239,RIGHT
327,1301,1880,1177,322,167,125,188,RIGHT
324,1310,1820,1148,335,179,138,192,RIGHT
330,1280,1779,1080,319,186,142,189,RIGHT
314,1332,1626,1006,285,178,143,185,RIGHT
296,1314,1502,879,272,177,144,185,x
297,1243,1488,821,270,176,143,186,x
224,1079,1353,788,253,147,113,150,x
188,918,1240,647,224,132,104,136,x
139,602,1047,578,202,109,78,103,x
117,512,972,554,208,100,68,86,x
82,210,697,453,191,79,50,63,x
65,169,562,224,138,54,40,48,x
64,144,181,204,126,48,38,42,x
78,140,154,153,103,47,35,47,x
81,108,160,65,59,41,35,46,x
78,92,80,52,55,39,35,46,x
69,48,79,43,49,35,37,43,x
65,55,190,62,59,34,37,44,x
69,59,223,64,61,35,38,47,x
67,60,257,77,78,42,39,47,x
64,56,260,77,79,41,38,45,x
66,57,265,78,80,42,37,46,x
65,49,202,63,68,41,35,45,x
39,49,204,68,65,40,33,37,x
37,70,159,58,51,34,34,38,x
38,107,219,79,56,34,34,42,x
37,107,213,85,65,37,33,40,x
34,112,237,85,65,39,35,40,x
35,111,210,81,74,38,36,38,x
33,96,242,78,69,39,34,37,x
34,51,206,57,63,38,34,35,x
34,61,301,74,63,39,37,37,x
34,64,310,93,63,36,36,40,x
33,62,306,94,58,38,36,40,x
34,63,273,93,58,38,35,38,x
33,64,258,108,74,41,36,37,x
33,54,139,93,67,38,34,35,x
32,41,73,72,66,39,32,33,x
35,52,150,69,61,36,34,33,x
36,55,274,78,62,39,35,34,x
42,89,539,124,62,44,36,38,x
52,119,716,154,98,60,44,44,x
78,299,1106,328,139,76,58,59,x
112,382,1365,560,184,98,81,82,x
148,680,1597,906,229,116,93,102,RIGHT
192,808,1805,1050,283,136,109,127,RIGHT
324,1191,1885,1180,325,169,137,183,RIGHT
400,1332,1877,1305,363,199,164,217,RIGHT
462,1554,1925,1433,447,223,179,242,RIGHT
475,1613,1958,1350,442,231,191,263,RIGHT
496,1720,1959,1456,440,253,215,294,RIGHT
458,1584,1971,1484,444,250,208,299,RIGHT
408,1642,1980,1467,435,238,194,286,RIGHT
389,1551,1935,1434,379,236,191,280,RIGHT
410,1587,1992,1488,413,240,190,273,RIGHT
408,1602,1931,1444,435,216,159,240,RIGHT
433,1669,1924,1449,455,219,169,225,RIGHT
446,1665,1883,1463,478,223,168,219,RIGHT
414,1720,1868,1395,453,204,158,216,RIGHT
391,1608,1811,1334,451,200,153,209,RIGHT
393,1620,1751,1302,428,211,162,214,RIGHT
384,1585,1756,1284,389,199,153,209,RIGHT
399,1603,1775,1243,334,198,154,206,RIGHT
433,1522,1720,1239,340,205,156,206,RIGHT
459,1581,1726,1297,330,205,161,211,RIGHT
436,1598,1805,1229,308,184,147,197,RIGHT
455,1583,1866,1212,325,221,171,231,RIGHT
431,1504,1879,1166,360,209,167,238,RIGHT
381,1485,1900,1182,343,195,154,217,RIGHT
333,1349,1779,1140,316,182,137,198,RIGHT
320,1163,1724,1105,332,195,142,198,RIGHT
208,1049,1507,979,287,131,88,114,RIGHT
210,891,1423,905,236,139,92,117,RIGHT
198,722,1245,731,226,132,88,115,RIGHT
177,707,1047,466,200,123,85,109,x
159,525,740,296,130,91,69,96,x
145,420,687,216,118,87,68,96,x
76,372,481,155,90,44,40,40,x
84,359,461,125,81,46,43,44,x
84,332,455,112,69,42,40,43,x
82,328,454,112,66,41,42,42,x
78,311,450,112,66,42,40,42,x
68,171,78,49,45,39,38,48,x
61,175,120,49,43,35,35,44,x
61,175,122,44,38,35,33,44,x
76,174,120,43,38,34,33,43,x
81,108,117,42,36,31,34,44,x
77,73,119,40,33,32,35,36,x
67,82,53,36,33,33,35,36,x
65,93,51,34,33,32,35,40,x
72,144,98,38,32,33,34,45,x
66,191,237,40,33,35,35,44,x
65,191,237,41,35,32,34,42,x
64,178,236,41,37,32,34,43,x
64,173,236,45,38,34,34,40,x
34,134,220,42,40,34,35,34,x
30,44,45,43,42,36,34,33,x
33,57,87,44,48,38,34,35,x
34,117,99,45,46,39,34,35,x
34,120,99,42,46,37,34,35,x
34,121,99,43,45,37,33,35,x
35,120,103,39,43,34,33,36,x
34,123,158,39,39,35,36,35,x
33,71,162,37,36,34,37,34,x
