46,159,175,580,538,155,64,54,x
44,97,163,521,469,138,60,48,x
44,90,173,499,457,123,58,48,x
45,89,179,452,471,126,63,48,x
42,72,174,307,378,105,57,45,x
40,70,171,302,387,107,55,43,x
41,62,151,260,312,90,52,44,x
40,68,186,268,282,88,52,45,x
41,64,188,255,217,78,43,43,x
40,66,187,242,178,69,46,44,x
40,70,192,244,126,63,47,48,x
44,96,239,333,132,61,46,47,x
64,95,221,301,107,60,46,46,x
170,119,313,322,106,62,55,163,x
342,174,415,459,147,93,85,237,x
414,255,454,553,163,114,122,434,x
530,326,545,636,176,178,165,577,x
602,381,894,835,193,190,249,668,x
668,432,1036,981,224,198,267,925,SPREAD
641,448,1061,969,224,191,288,939,SPREAD
688,463,1113,1032,231,184,286,913,SPREAD
683,466,1262,1101,231,132,295,891,SPREAD
642,495,1177,1092,234,133,267,864,SPREAD
693,461,1158,1010,218,136,285,680,SPREAD
707,501,1168,1134,233,147,281,656,SPREAD
650,475,1168,1139,233,151,277,668,SPREAD
587,449,1088,1145,222,160,251,610,SPREAD
602,381,975,1152,240,152,217,557,SPREAD
478,380,860,1115,229,139,196,478,SPREAD
397,294,774,969,270,143,159,465,SPREAD
344,253,675,848,299,146,153,344,x
306,198,410,715,348,145,142,296,x
215,170,310,592,471,160,131,290,x
67,125,163,646,502,171,83,128,x
51,86,134,667,559,172,81,63,x
48,84,110,660,546,164,67,47,x
46,79,87,579,513,149,63,47,x
43,76,80,445,384,120,60,44,x
43,72,78,334,344,102,58,43,x
36,60,61,209,203,67,48,43,x
37,68,59,193,188,63,46,40,x
38,69,55,170,205,67,44,37,x
39,69,52,170,207,66,42,38,x
37,68,49,130,198,64,38,36,x
38,62,44,98,151,55,39,34,x
33,46,40,109,186,61,37,35,x
33,40,40,117,182,57,39,35,x
35,39,41,124,176,58,40,36,x
37,39,41,125,178,60,40,34,x
37,41,44,133,171,58,40,37,x
37,39,39,126,169,47,40,34,x
37,39,39,130,162,49,39,35,x
35,39,39,121,160,47,39,35,x
35,37,39,115,165,47,39,37,x
35,34,38,128,169,46,39,37,x
35,33,39,134,181,53,38,40,x
34,37,39,156,193,54,40,40,x
35,37,41,163,200,56,39,40,x
33,39,47,188,219,69,41,41,x
35,42,48,221,252,74,42,39,x
36,42,49,222,213,70,43,36,x
36,39,49,202,194,66,39,34,x
38,38,48,203,202,66,37,34,x
37,39,45,182,179,49,36,33,x
36,40,47,143,181,54,36,33,x
36,40,65,147,192,57,36,33,x
35,41,92,156,194,59,37,35,x
31,41,91,150,179,58,40,35,x
33,42,91,145,176,58,37,35,x
34,38,89,122,117,46,39,35,x
31,43,90,138,176,57,43,36,x
32,45,94,153,181,60,44,36,x
35,47,118,157,183,61,45,38,x
34,47,123,161,193,69,49,38,x
35,49,139,165,192,75,48,37,x
36,47,145,143,158,71,43,34,x
39,46,136,121,162,71,42,36,x
38,46,117,125,162,72,42,34,x
38,50,118,143,192,71,40,33,x
38,52,102,146,194,67,38,31,x
39,55,117,145,174,61,39,35,x
37,55,114,143,165,57,39,36,x
36,57,140,139,164,57,39,36,x
38,54,164,122,138,55,39,37,x
38,58,174,124,151,54,41,38,x
36,60,156,123,146,52,43,37,x
37,61,194,131,148,52,42,32,x
38,59,191,128,146,52,43,35,x
43,72,258,159,116,50,46,42,x
111,75,349,231,95,51,49,212,x
293,138,446,396,105,66,73,265,x
418,247,800,589,174,118,149,385,x
459,283,1040,662,202,144,305,454,x
653,335,1100,858,236,152,427,550,SPREAD
682,386,1198,873,261,171,461,542,SPREAD
637,423,1296,892,283,181,491,522,SPREAD
566,401,1152,845,274,157,480,475,SPREAD
552,519,1217,918,280,145,459,571,SPREAD
366,517,1300,792,267,146,370,610,SPREAD
298,505,1219,875,248,130,331,584,SPREAD
279,494,1187,1046,394,152,289,634,SPREAD
338,508,1229,1100,418,164,307,626,SPREAD
347,417,1049,1084,422,161,252,519,SPREAD
283,382,959,1046,416,153,240,397,SPREAD
278,363,951,977,434,152,234,392,SPREAD
276,352,872,840,370,132,227,301,SPREAD
192,316,782,738,328,151,215,268,SPREAD
118,256,676,608,304,188,216,306,SPREAD
124,259,538,604,297,196,209,255,SPREAD
130,267,487,573,299,199,209,256,SPREAD
127,224,370,373,304,197,206,255,SPREAD
122,192,287,410,385,178,174,250,x
107,169,212,406,397,131,99,67,x
76,152,123,398,405,117,54,50,x
53,87,53,374,385,107,43,43,x
41,68,50,333,304,80,42,40,x
38,59,42,146,181,55,41,35,x
38,59,44,145,166,52,39,36,x
36,58,47,173,177,56,45,38,x
35,58,46,182,179,52,47,39,x
35,43,47,188,178,54,46,39,x
36,45,49,185,189,57,45,39,x
31,44,47,206,180,57,43,38,x
32,51,52,210,199,64,45,41,x
35,48,51,203,203,69,45,39,x
34,50,50,202,210,72,43,37,x
35,53,52,198,206,70,46,36,x
36,58,52,182,219,70,47,35,x
35,53,46,182,205,64,42,32,x
36,70,58,210,210,66,42,34,x
36,80,67,208,197,62,45,35,x
35,83,66,204,184,61,40,37,x
36,80,67,205,188,61,40,36,x
38,80,66,212,199,66,40,35,x
38,70,56,199,207,62,39,34,x
38,69,50,201,210,62,37,36,x
39,64,54,203,213,61,41,35,x
40,79,106,239,266,70,42,36,x
39,82,140,215,247,61,41,34,x
37,77,140,196,218,58,41,34,x
36,73,139,191,213,59,43,35,x
35,74,139,196,233,63,46,36,x
36,57,106,149,217,62,60,36,x
37,52,70,168,228,68,60,38,x
37,60,114,181,238,68,60,41,x
37,58,145,187,238,67,58,38,x
37,57,155,208,280,77,56,36,x
38,70,171,265,273,81,44,40,x
38,86,203,272,272,80,46,41,x
39,88,186,266,268,80,44,38,x
38,85,174,275,275,81,44,36,x
39,86,184,277,250,76,43,38,x
36,77,208,218,208,63,42,38,x
36,59,196,215,189,59,41,36,x
35,49,214,217,207,61,41,37,x
37,50,264,211,206,68,42,37,x
40,46,256,184,162,60,39,36,x
43,50,271,204,179,62,37,33,x
44,56,284,198,181,63,39,36,x
43,62,302,218,154,60,42,36,x
99,65,311,232,139,52,50,206,x
165,106,454,349,137,59,64,284,x
383,158,812,590,134,101,107,433,x
622,212,1019,651,138,158,172,591,x
676,252,1235,739,159,187,194,681,SPREAD
727,274,1269,810,174,199,220,675,SPREAD
716,288,1255,849,174,199,226,683,SPREAD
721,390,1249,893,247,201,226,691,SPREAD
660,426,1266,1045,264,175,220,720,SPREAD
688,450,1264,1092,262,164,375,728,SPREAD
631,448,1265,1101,257,156,368,710,SPREAD
634,453,1308,1177,277,169,365,698,SPREAD
670,437,1373,1195,229,168,382,722,SPREAD
714,421,1249,1107,213,159,392,790,SPREAD
640,375,1078,1040,202,149,241,710,SPREAD
642,380,1104,1024,214,150,234,708,SPREAD
642,382,1069,923,201,134,238,706,SPREAD
541,313,774,727,182,115,213,685,SPREAD
276,249,698,602,181,107,151,403,SPREAD
262,243,619,585,296,100,134,396,SPREAD
250,215,457,598,461,145,126,392,SPREAD
238,157,315,526,501,153,114,349,x
48,63,96,611,568,166,66,51,x
43,76,96,653,610,182,67,46,x
43,82,91,603,572,181,68,46,x
38,90,92,492,459,143,59,39,x
37,88,84,461,416,132,54,41,x
37,87,81,280,311,103,49,43,x
38,85,78,159,247,73,44,44,x
36,76,75,157,233,64,36,41,x
36,60,58,244,231,66,39,41,x
34,61,59,248,221,66,39,39,x
33,77,53,249,238,66,40,36,x
31,81,53,274,209,60,42,36,x
36,84,56,270,219,61,45,37,x
35,85,93,206,183,51,42,37,x
35,82,93,213,176,49,41,36,x
35,72,93,230,167,51,41,38,x
36,56,92,180,193,58,39,36,x
34,54,95,191,204,64,39,36,x
36,56,58,181,207,65,39,37,x
35,55,57,169,204,65,40,39,x
35,53,55,140,190,61,40,37,x
35,51,54,126,158,56,39,38,x
32,51,49,118,130,48,39,37,x
33,51,49,128,146,50,39,37,x
35,57,55,170,185,53,40,38,x
36,55,55,169,181,56,41,38,x
38,55,54,165,168,55,41,38,x
38,70,71,146,151,53,43,37,x
37,83,111,135,157,53,49,37,x
62,85,134,90,116,56,49,36,x
61,87,156,113,162,64,50,35,x
60,87,173,117,177,65,50,36,x
62,75,181,122,178,65,48,35,x
62,62,163,117,155,61,44,37,x
36,58,150,109,155,56,43,37,x
38,61,132,109,132,46,39,38,x
38,63,139,116,119,45,40,35,x
37,65,131,120,121,43,37,36,x
36,60,142,129,141,49,35,36,x
37,62,162,138,137,52,36,36,x
36,56,181,151,114,52,36,38,x
38,54,184,151,114,54,37,40,x
37,52,200,160,121,56,38,41,x
38,53,223,167,97,51,38,42,x
38,53,230,194,93,47,39,40,x
65,70,322,241,95,46,50,203,x
137,88,370,269,87,53,61,281,x
211,131,499,328,93,71,92,380,x
246,158,562,393,112,89,146,446,SPREAD
430,202,759,441,128,93,159,491,SPREAD
541,256,902,463,136,105,218,457,SPREAD
639,271,955,498,144,105,227,459,SPREAD
643,320,1125,516,153,103,291,584,SPREAD
682,340,1126,524,149,93,279,545,SPREAD
591,319,1049,525,140,91,273,522,SPREAD
494,302,913,540,146,81,231,619,SPREAD
346,311,925,564,144,81,239,600,SPREAD
300,267,660,593,305,91,161,406,SPREAD
287,230,633,571,314,94,178,536,SPREAD
308,238,578,533,313,93,182,548,x
320,204,590,510,305,89,178,430,x
311,162,478,477,307,88,153,412,x
310,133,454,417,137,68,129,434,x
191,125,407,382,124,59,81,340,x
124,98,361,371,131,58,69,294,x
47,94,298,345,171,71,65,288,x
45,90,212,302,307,92,66,287,x
36,61,119,241,318,93,68,249,x
33,73,81,243,333,97,58,51,x
37,81,88,236,333,99,53,45,x
39,89,97,194,320,93,51,45,x
39,101,133,172,198,72,45,44,x
37,102,156,166,173,67,42,38,x
37,91,155,162,139,59,41,37,x
33,88,144,165,131,53,41,39,x
32,79,141,154,142,50,41,37,x
32,62,152,138,125,41,42,33,x
34,65,210,159,169,53,39,38,x
35,75,219,149,177,55,41,36,x
37,68,216,147,186,57,40,37,x
36,70,214,145,174,56,38,38,x
34,75,187,137,176,58,36,39,x
38,95,99,155,168,54,36,36,x
36,89,83,199,170,54,35,37,x
37,88,112,206,164,51,38,35,x
36,83,114,205,162,51,39,34,x
37,77,112,212,163,48,38,37,x
33,59,105,188,162,50,37,37,x
31,62,110,147,200,63,43,36,x
31,62,85,140,197,64,43,36,x
32,65,87,172,198,66,43,35,x
30,79,96,172,219,69,43,35,x
31,81,91,169,202,64,44,39,x
34,85,78,161,175,53,37,39,x
31,87,79,154,173,53,39,39,x
31,84,76,115,180,52,37,40,x
33,80,86,132,156,51,37,40,x
33,87,126,146,167,61,38,41,x
35,85,177,147,167,61,39,40,x
37,90,200,150,172,65,40,40,x
37,91,204,154,170,64,42,40,x
38,92,198,139,178,66,42,36,x
37,71,197,137,163,57,42,32,x
35,71,242,160,137,55,41,35,x
37,71,329,186,170,58,38,37,x
37,85,330,192,187,61,40,36,x
35,82,334,187,174,57,38,37,x
36,82,332,172,171,57,39,37,x
36,87,312,153,164,55,38,34,x
33,81,231,135,119,49,43,35,x
34,68,256,124,81,45,40,36,x
36,68,255,123,76,46,40,35,x
37,71,262,137,98,47,39,37,x
36,62,229,137,100,47,42,36,x
36,65,250,130,104,47,38,34,x
36,64,255,129,117,50,39,36,x
35,61,257,127,116,49,38,39,x
64,65,320,116,94,47,39,61,x
71,64,340,141,88,46,40,80,x
72,68,312,145,85,43,40,80,x
72,65,323,153,52,40,38,79,x
196,154,421,192,71,52,58,205,x
532,197,671,391,103,79,82,344,x
755,253,763,552,150,101,141,604,SPREAD
852,339,851,675,165,108,273,730,SPREAD
887,381,944,698,175,115,287,758,SPREAD
885,428,1006,742,176,119,294,789,SPREAD
786,428,923,753,183,107,309,758,SPREAD
633,507,956,711,233,111,342,578,SPREAD
530,510,1010,731,274,147,273,445,SPREAD
519,513,934,751,302,152,272,454,SPREAD
512,493,942,730,304,155,289,400,SPREAD
482,523,959,699,298,157,279,498,SPREAD
412,501,942,679,251,151,213,500,SPREAD
421,533,1025,631,337,135,225,538,SPREAD
450,509,1109,621,314,131,232,528,SPREAD
446,481,1045,610,309,120,202,492,SPREAD
413,467,987,566,310,117,186,369,SPREAD
407,388,972,555,310,114,187,450,SPREAD
375,263,816,571,160,89,161,415,SPREAD
350,272,810,666,167,90,194,499,SPREAD
351,280,861,688,172,96,191,502,SPREAD
315,215,819,674,222,113,190,491,x
311,193,720,657,269,116,185,403,x
278,177,614,547,280,114,162,349,x
151,131,405,382,325,123,64,81,x
48,58,68,382,398,128,51,43,x
41,58,127,396,383,113,50,42,x
40,80,159,355,343,102,47,39,x
41,92,163,383,383,106,44,39,x
41,95,164,362,357,92,40,37,x
42,113,164,266,271,80,40,35,x
41,114,131,222,248,75,41,36,x
40,100,120,218,250,74,43,37,x
40,90,122,170,161,62,43,34,x
38,85,132,188,139,53,43,34,x
34,58,130,193,156,55,43,37,x
35,46,119,195,160,55,42,36,x
36,70,82,191,155,53,40,37,x
34,69,72,171,145,53,39,41,x
36,71,87,155,117,50,38,41,x
35,70,90,152,109,45,36,39,x
35,71,89,116,111,46,38,39,x
33,44,89,144,151,55,36,39,x
35,42,86,150,151,55,38,34,x
36,37,44,153,149,53,41,34,x
34,35,34,148,139,51,39,33,x
37,33,36,151,142,52,39,32,x
38,40,40,133,143,45,40,29,x
37,40,42,154,145,46,39,32,x
36,41,42,146,147,47,36,32,x
37,40,42,147,149,46,36,33,x
36,40,44,144,145,47,36,34,x
36,35,39,146,120,47,37,35,x
36,37,39,129,135,49,38,34,x
34,36,42,128,140,50,37,37,x
34,41,45,133,143,51,38,37,x
35,42,55,169,156,49,37,37,x
33,40,79,169,147,49,37,36,x
33,38,78,165,135,46,36,36,x
34,38,84,168,144,49,36,34,x
34,36,85,192,147,50,35,37,x
34,41,91,167,138,51,37,35,x
36,45,118,159,150,53,36,38,x
36,47,137,166,157,56,36,40,x
35,47,139,163,141,53,39,40,x
38,53,140,120,127,51,39,39,x
37,51,139,115,117,47,35,39,x
36,51,111,99,100,44,32,37,x
35,54,192,114,85,38,34,35,x
36,53,220,120,90,40,34,35,x
35,51,254,130,90,39,35,39,x
37,62,289,153,86,40,38,41,x
42,64,319,187,81,39,43,43,x
88,79,345,236,75,43,57,288,x
123,91,437,313,71,43,58,298,x
184,104,511,389,74,50,61,310,x
237,120,655,442,82,71,73,377,x
343,197,836,626,105,78,89,463,x
418,250,914,824,186,105,98,445,x
543,309,1044,937,228,127,173,536,SPREAD
554,350,1160,1068,245,138,318,584,SPREAD
674,458,1231,1166,273,137,327,753,SPREAD
730,595,1300,1155,290,154,339,771,SPREAD
719,678,1367,1116,261,144,417,767,SPREAD
707,718,1383,1180,262,146,457,758,SPREAD
745,739,1480,1152,260,143,502,766,SPREAD
665,732,1525,1088,242,144,513,614,SPREAD
621,636,1453,1056,248,136,515,617,SPREAD
665,542,1413,963,235,131,459,624,SPREAD
606,526,1387,811,210,117,404,586,SPREAD
625,495,1287,741,196,117,260,553,SPREAD
600,434,1216,708,199,117,247,586,SPREAD
610,414,1347,689,160,108,269,595,SPREAD
599,477,1450,822,185,119,287,608,SPREAD
582,418,1444,899,179,116,280,588,SPREAD
522,388,1411,847,202,120,249,563,SPREAD
503,361,1308,814,194,112,233,472,SPREAD
400,338,1157,813,206,121,195,503,x
266,196,912,665,258,132,146,412,x
234,138,736,522,460,179,135,399,x
109,117,533,531,465,177,128,390,x
71,99,496,526,480,179,110,383,x
51,90,182,451,485,173,61,54,x
49,97,89,448,475,157,61,48,x
42,95,72,344,278,92,46,39,x
40,97,69,239,247,75,45,37,x
32,89,67,188,208,61,41,37,x
31,75,66,153,176,51,42,38,x
31,72,58,104,106,39,39,37,x
32,72,45,132,119,37,36,40,x
33,73,54,172,157,52,37,41,x
35,78,57,189,163,56,38,37,x
36,77,64,190,162,59,39,37,x
33,61,80,187,167,63,38,39,x
34,54,78,173,159,65,41,38,x
32,48,72,159,161,60,39,36,x
32,38,70,154,168,60,37,37,x
31,38,68,162,178,61,36,34,x
31,38,46,149,161,58,38,34,x
31,37,45,139,158,55,34,36,x
34,37,47,115,120,52,35,35,x
33,35,41,105,136,53,36,35,x
33,38,34,93,143,59,36,38,x
36,36,34,99,146,58,37,38,x
35,35,36,99,149,60,42,37,x
35,38,36,113,158,61,41,36,x
37,66,43,146,159,62,43,36,x
36,65,51,177,149,58,44,39,x
35,65,59,177,143,59,42,39,x
36,65,77,179,138,57,38,41,x
35,63,76,166,125,55,40,43,x
35,34,82,129,76,48,38,43,x
37,35,178,104,68,43,35,35,x
36,41,203,115,75,42,38,39,x
34,41,205,122,85,41,38,36,x
35,45,237,123,86,41,37,35,x
33,49,240,124,87,41,38,34,x
31,48,208,111,78,40,37,35,x
34,43,192,99,69,37,37,33,x
33,45,227,95,66,39,36,34,x
34,43,237,115,79,41,35,35,x
35,39,241,152,125,45,35,35,x
37,38,220,148,132,47,37,36,x
71,39,255,160,130,47,35,54,x
140,51,329,214,128,48,55,242,x
496,98,466,320,123,53,100,389,x
503,118,619,355,80,52,114,415,SPREAD
532,143,720,524,91,61,134,471,SPREAD
572,180,801,553,94,62,220,544,SPREAD
608,210,841,587,100,70,255,502,SPREAD
390,197,790,543,96,66,243,432,SPREAD
384,192,694,525,101,65,237,421,SPREAD
360,190,776,396,106,69,241,459,SPREAD
406,172,735,395,110,73,249,376,SPREAD
402,160,748,465,109,70,223,523,SPREAD
400,159,742,473,112,69,231,501,SPREAD
414,159,756,491,110,70,244,495,x
426,159,681,513,98,67,232,419,x
330,156,667,495,91,67,151,517,x
284,129,573,370,82,66,166,375,x
355,142,623,397,79,67,167,379,x
360,197,700,400,85,70,151,453,x
328,187,594,346,77,60,155,440,x
319,181,582,370,85,61,156,423,x
277,181,564,359,85,56,121,456,x
159,168,477,311,87,54,100,469,x
88,100,366,296,123,69,94,391,x
84,111,349,291,201,97,84,390,x
53,100,272,234,226,100,61,261,x
40,93,257,227,233,102,53,150,x
37,89,247,227,247,104,48,41,x
36,77,67,207,264,102,49,39,x
34,87,72,185,220,78,49,42,x
34,113,90,182,213,70,45,41,x
34,116,94,205,224,69,44,37,x
35,127,93,198,252,73,42,38,x
36,130,96,169,235,64,41,35,x
34,104,86,165,233,64,34,33,x
38,74,55,153,217,62,34,37,x
36,69,51,126,202,58,34,37,x
35,50,53,114,143,51,33,35,x
35,53,51,176,137,43,33,36,x
37,81,49,181,128,41,35,37,x
33,80,49,185,133,44,36,33,x
34,82,49,180,135,46,37,35,x
33,80,47,171,133,48,37,35,x
34,73,41,83,106,49,39,36,x
33,39,41,74,115,48,37,38,x
33,43,42,124,160,54,36,40,x
32,38,38,133,162,54,36,40,x
34,42,39,139,166,55,35,39,x
34,61,49,144,169,58,36,40,x
36,64,58,141,166,58,38,37,x
37,73,108,125,150,53,40,35,x
38,75,116,138,187,56,39,34,x
35,73,116,137,186,56,41,36,x
36,71,117,148,189,52,40,36,x
34,71,150,160,189,57,39,33,x
33,60,143,162,167,57,40,35,x
35,57,174,168,126,54,40,35,x
35,57,178,167,131,54,39,34,x
32,39,180,164,157,59,42,32,x
32,39,164,185,158,58,45,33,x
32,43,154,183,188,66,41,34,x
31,42,127,166,185,69,40,37,x
32,47,206,170,190,68,40,37,x
37,55,256,187,170,68,42,40,x
36,53,264,160,161,62,40,40,x
36,51,261,139,117,49,41,40,x
35,60,257,138,110,46,41,37,x
44,87,355,198,101,49,44,39,x
94,123,430,248,89,49,45,243,x
434,196,567,523,102,64,75,390,SPREAD
618,254,896,826,185,117,375,542,SPREAD
722,337,1239,930,202,152,493,702,SPREAD
799,374,1297,1070,214,158,596,769,SPREAD
830,380,1297,1100,223,161,635,742,SPREAD
754,406,1377,1070,238,177,680,711,SPREAD
656,419,1316,892,194,156,577,663,SPREAD
569,368,1049,802,177,123,482,505,SPREAD
479,339,1038,649,170,124,353,441,SPREAD
455,375,1072,722,182,135,349,629,SPREAD
562,356,1083,813,171,115,268,689,SPREAD
533,310,1008,831,161,110,264,662,SPREAD
510,328,1058,829,162,111,268,709,SPREAD
516,410,1080,860,157,105,266,687,x
498,386,1057,769,128,85,184,517,x
404,362,924,665,121,79,304,499,x
386,372,978,639,124,81,324,493,x
383,411,996,663,119,78,325,417,x
351,326,933,610,116,75,324,507,x
341,302,894,586,113,76,315,503,x
256,289,883,481,94,71,249,384,x
246,280,749,468,85,61,221,430,x
233,198,657,422,117,66,212,421,x
223,186,557,361,167,68,206,295,x
197,175,529,336,177,75,199,280,x
87,163,423,320,199,81,74,270,x
55,136,366,358,338,116,64,66,x
44,85,145,342,339,122,59,50,x
37,77,66,317,320,119,52,47,x
38,75,60,314,326,116,51,42,x
38,74,89,292,320,111,48,41,x
38,71,163,141,173,74,45,39,x
33,56,166,129,162,63,41,36,x
36,47,165,131,166,60,39,35,x
38,44,164,123,140,55,37,35,x
36,44,150,116,133,53,35,35,x
35,40,53,100,130,50,32,31,x
39,64,73,103,131,46,33,35,x
38,62,77,119,134,48,34,36,x
35,64,77,121,138,47,35,36,x
36,65,76,149,131,44,36,38,x
39,65,75,142,126,44,34,37,x
36,38,43,128,109,44,38,34,x
34,40,37,115,97,44,37,35,x
35,37,36,114,92,46,38,35,x
37,35,39,77,106,46,39,34,x
